months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,payment_Credit Card,payment_Mailed Check
0.0,0,0.11764705882352941,0,0,0,0,0,0.0,0,0.26368159203980096,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,0,0,0,1,0.0,1,0.2567164179104477,0.0,1,1,0,0,0,0,0,1,0,0,0
1.0,1,0.611764705882353,1,1,1,1,1,0.5,0,0.9681592039800994,0.0,1,0,1,0,1,0,0,0,0,1,0
0.25,1,0.8352941176470589,0,0,0,0,1,0.0,1,0.6661691542288557,0.5,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.18823529411764706,0,0,0,0,1,0.0,1,0.7900497512437811,0.25,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.23529411764705882,0,1,1,1,0,0.0,1,0.908457711442786,0.25,1,0,1,0,0,1,0,0,0,0,0
0.5,1,0.3529411764705882,0,1,1,1,1,0.5,1,0.7094527363184079,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.011940298507462671,0.25,1,0,0,1,0,0,0,0,1,1,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.020895522388059695,0.0,1,0,0,1,0,0,0,0,1,1,0
1.0,1,0.058823529411764705,0,0,1,0,1,0.5,1,0.808457711442786,0.5,1,0,1,0,0,1,0,0,0,0,0
0.0,0,0.03529411764705882,0,0,0,0,0,0.0,1,0.26616915422885573,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.018905472636815884,0.25,1,0,0,1,0,0,0,0,1,1,0
1.0,1,0.6,0,1,1,0,1,0.0,1,0.86318407960199,0.0,1,0,1,0,1,0,0,0,0,1,0
0.0,0,0.2,0,0,0,0,1,0.0,1,0.36268656716417913,0.0,1,1,0,0,0,0,0,0,1,1,0
0.0,1,0.22352941176470587,0,0,1,0,1,0.0,1,0.6865671641791045,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.047058823529411764,0,0,0,0,1,0.0,1,0.6139303482587065,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.27058823529411763,0,0,0,1,1,0.0,1,0.6975124378109452,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3058823529411765,0,0,0,0,0,0.0,1,0.7611940298507462,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.6823529411764706,0,1,0,0,1,0.0,0,0.5990049751243781,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.1764705882352941,0,0,0,0,1,0.0,1,0.5169154228855721,0.0,1,0,1,0,0,0,0,0,0,0,0
1.0,0,0.8117647058823529,0,1,0,0,1,0.0,1,0.226865671641791,0.25,1,1,0,0,0,1,0,0,0,0,0
0.0,1,0.3411764705882353,0,0,0,0,1,0.0,1,0.6701492537313432,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.2588235294117647,0,0,1,0,0,0.5,1,0.5149253731343283,0.25,1,1,0,0,0,0,0,0,0,1,0
0.0,1,0.047058823529411764,0,0,0,0,1,0.0,1,0.3154228855721393,0.25,1,0,0,0,0,0,0,0,0,0,0
0.25,0,0.611764705882353,0,0,0,0,1,0.0,1,0.5074626865671642,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.3411764705882353,0,0,1,0,1,0.5,1,0.5447761194029851,0.25,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0.21176470588235294,0,0,1,0,1,0.5,1,0.8139303482587064,0.0,1,0,1,0,0,0,0,0,0,1,0
0.25,0,1.0,0,0,0,0,0,0.0,1,0.16666666666666663,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,1,0.611764705882353,0,0,0,0,1,0.0,0,0.5746268656716418,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.32941176470588235,0,0,1,0,1,0.0,1,0.6572139303482587,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.3411764705882353,0,0,1,0,1,0.0,1,0.8243781094527362,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.10588235294117647,0,0,0,0,1,0.0,1,0.3203980099502488,0.5,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.49411764705882355,0,0,0,1,0,0.0,1,0.8129353233830846,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.08235294117647059,0,0,1,0,1,0.0,1,0.7278606965174129,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.8941176470588235,0,0,0,1,1,0.0,0,0.6223880597014925,0.25,1,0,1,0,0,0,0,0,0,1,0
0.25,1,0.3058823529411765,0,1,0,0,1,0.0,1,0.8134328358208955,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.02288557213930348,0.25,1,0,0,1,0,0,0,0,0,0,0
0.0,1,0.3176470588235294,0,1,1,0,1,0.0,1,0.6671641791044776,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.49411764705882355,0,0,0,0,0,0.0,0,0.518905472636816,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.49411764705882355,0,0,0,1,1,0.0,0,0.8014925373134327,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.24705882352941178,0,0,0,0,1,0.0,1,0.5587064676616916,0.0,1,0,1,0,0,0,0,0,0,1,0
0.25,1,0.21176470588235294,0,0,1,0,1,0.0,1,0.8009950248756219,0.0,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0.24705882352941178,1,1,0,0,1,0.5,1,0.873134328358209,0.0,1,0,0,0,0,0,0,0,0,0,0
0.5,1,0.5647058823529412,0,1,1,0,1,0.0,1,0.8601990049751244,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,1,0,1,1,0.0,1,0.36616915422885565,0.0,1,1,0,0,0,0,0,0,1,1,0
0.0,0,0.0,0,0,0,0,0,0.5,1,0.014925373134328346,0.5,1,0,0,1,0,0,0,0,1,1,0
0.25,0,0.08235294117647059,0,0,1,0,1,0.0,1,0.5810945273631841,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.24705882352941178,1,1,0,0,1,0.0,1,0.24228855721393033,0.25,1,1,0,0,0,0,0,0,1,0,0
0.25,0,0.22352941176470587,1,1,1,0,1,0.0,1,0.5034825870646765,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.08235294117647059,0,0,1,1,1,0.0,0,0.7139303482587065,0.25,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.23529411764705882,0,0,1,0,1,0.0,0,0.5681592039800994,0.25,1,0,0,0,0,0,0,1,0,0,0
0.0,1,0.07058823529411765,0,1,0,0,1,0.0,0,0.8218905472636816,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.11764705882352941,0,0,0,0,1,0.0,0,0.5144278606965175,0.25,1,0,1,0,0,0,0,0,1,0,0
1.0,1,0.24705882352941178,0,1,1,0,0,0.5,1,0.8880597014925372,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,1,0.2746268656716418,0.25,1,0,0,0,0,0,0,0,1,1,0
0.75,0,0.12941176470588234,1,1,1,0,1,0.5,1,0.8741293532338307,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.611764705882353,0,1,0,1,1,0.0,0,0.7308457711442786,0.5,1,0,1,0,0,0,0,0,1,0,0
0.25,1,0.3529411764705882,0,1,1,0,1,0.0,1,0.7696517412935323,0.0,1,0,1,0,0,0,0,1,0,1,0
0.0,1,0.3058823529411765,0,0,0,0,1,0.0,1,0.564179104477612,0.0,1,0,1,0,0,0,0,0,1,0,0
1.0,0,0.3058823529411765,0,1,1,0,1,0.0,0,0.808457711442786,0.25,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.09411764705882353,0,0,1,1,1,0.5,0,0.799502487562189,0.25,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.2588235294117647,0,0,0,1,1,0.0,1,0.4104477611940298,0.5,1,1,0,0,0,0,0,0,1,1,0
0.5,0,0.21176470588235294,0,0,0,0,1,0.0,1,0.5940298507462687,0.0,1,0,1,0,0,0,0,0,0,1,0
0.5,0,0.22352941176470587,0,0,0,0,1,0.0,1,0.7164179104477612,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3058823529411765,1,0,0,0,1,0.0,1,0.46169154228855724,0.0,1,1,0,0,0,0,0,1,0,0,0
1.0,1,0.11764705882352941,0,1,1,0,1,0.5,0,0.6880597014925374,0.25,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.2,0,0,0,0,1,0.0,1,0.6786069651741293,0.0,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.5647058823529412,0,1,0,0,0,0.5,1,0.7960199004975124,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0,0,1,0,1,0.0,1,0.572139303482587,0.5,1,0,1,0,0,0,0,0,1,0,0
0.75,1,0.047058823529411764,0,1,1,0,1,0.5,1,0.8741293532338307,0.0,1,0,1,0,0,0,0,0,0,1,0
0.5,1,0.8941176470588235,1,1,1,0,1,0.0,1,0.9109452736318407,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.22352941176470587,0,0,0,0,0,0.0,1,0.6094527363184079,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,1,0.6941176470588235,0,0,0,0,1,0.0,0,0.672139303482587,0.5,1,0,1,0,0,0,0,0,1,1,0
0.0,0,0.6,0,0,0,0,1,0.0,0,0.25920398009950246,0.25,1,1,0,0,0,0,0,0,1,1,0
0.75,1,0.15294117647058825,1,0,1,0,1,0.0,0,0.872636815920398,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.5124378109452736,0.0,1,0,1,0,0,0,0,0,1,0,0
0.75,1,0.10588235294117647,0,0,0,0,1,0.0,1,0.7601990049751244,0.0,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.09411764705882353,0,0,0,0,0,0.0,0,0.7741293532338308,0.25,1,0,0,0,0,0,0,0,0,0,0
0.5,1,0.11764705882352941,1,1,1,1,1,0.0,1,0.9487562189054725,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,0,0.08235294117647059,0,0,0,0,1,0.0,1,0.6034825870646766,0.25,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.15294117647058825,0,1,0,1,1,0.0,1,0.4159203980099502,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,0,0,1,0.0,1,0.16368159203980104,0.5,1,1,0,0,0,0,0,0,1,0,0
0.0,1,0.24705882352941178,0,0,0,0,1,0.0,1,0.6671641791044776,0.0,1,0,1,0,0,0,0,0,1,0,0
1.0,1,0.1411764705882353,0,1,1,0,0,0.5,1,0.8378109452736319,0.0,1,0,1,0,1,0,0,0,0,1,0
0.25,1,0.6941176470588235,1,0,1,0,1,0.0,1,0.8572139303482588,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,1,0.29411764705882354,0,0,1,0,1,0.0,1,0.8109452736318408,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.03529411764705882,0,0,1,1,1,0.0,1,0.5587064676616916,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.8941176470588235,1,0,0,0,1,0.0,1,0.5572139303482587,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.32941176470588235,0,0,0,0,1,0.0,1,0.41393034825870645,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0,0,0,0,0,0.0,1,0.27014925373134324,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.01243781094527363,0.25,1,0,0,1,0,0,0,0,0,1,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,1,0.5139303482587065,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.07058823529411765,0,1,0,0,1,0.0,1,0.6855721393034826,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3529411764705882,0,0,0,0,1,0.0,1,0.6616915422885572,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3176470588235294,0,0,0,1,1,0.0,1,0.7134328358208956,0.25,1,0,0,0,0,0,0,1,0,0,0
0.0,0,0.24705882352941178,0,0,0,0,1,0.0,0,0.6044776119402985,0.5,1,0,1,0,0,0,0,0,0,0,0
0.25,0,0.0,0,0,0,0,0,0.5,0,0.018905472636815884,0.5,1,0,0,1,0,0,0,1,0,0,0
0.0,0,0.18823529411764706,0,0,0,0,1,0.0,1,0.5313432835820896,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.020895522388059695,0.5,1,0,0,1,0,0,0,0,0,1,0
0.5,0,0.4823529411764706,0,1,1,1,1,0.0,1,0.6567164179104478,0.25,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.21176470588235294,0,0,0,0,1,0.0,0,0.5955223880597014,0.5,1,0,1,0,0,0,0,1,0,0,0
0.25,1,0.5529411764705883,0,0,1,0,0,0.0,0,0.7104477611940299,0.5,1,0,1,0,0,0,0,1,0,1,0
0.0,1,0.32941176470588235,1,0,0,0,1,0.0,1,0.800497512437811,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.10588235294117647,0,0,1,0,1,0.0,0,0.5781094527363183,0.25,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.12941176470588234,0,1,0,0,1,0.0,1,0.6059701492537314,0.0,1,0,1,0,0,0,0,1,0,0,0
0.5,1,0.3176470588235294,0,0,0,0,1,0.0,1,0.6796019900497512,0.5,1,0,1,0,0,0,0,0,0,1,0
0.25,0,0.16470588235294117,0,1,0,0,0,0.0,1,0.553233830845771,0.5,1,0,1,0,0,0,0,1,0,1,0
0.25,0,0.023529411764705882,0,0,0,1,1,0.0,1,0.7736318407960199,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.01791044776119402,0.25,1,0,0,1,0,0,0,0,0,0,0
1.0,1,0.08235294117647059,1,0,1,1,1,1.0,0,0.899502487562189,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.8117647058823529,0,0,0,0,1,0.0,1,0.2716417910447761,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,0,0.0,1,0.16766169154228855,0.25,1,1,0,0,0,0,0,0,1,0,0
0.0,0,0.24705882352941178,0,0,0,0,1,0.0,0,0.27810945273631843,0.25,1,1,0,0,0,0,0,0,1,1,0
0.0,0,0.8117647058823529,0,0,0,0,1,0.0,0,0.2676616915422885,0.5,1,1,0,0,0,0,0,0,1,0,0
0.25,0,0.2588235294117647,1,0,0,0,1,0.0,1,0.5467661691542288,0.25,1,0,1,0,0,0,0,1,0,0,0
0.75,0,0.1411764705882353,0,1,0,0,0,0.0,1,0.6676616915422885,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,0,0,0,1,0.0,0,0.2756218905472637,0.25,1,1,0,0,0,0,0,0,1,1,0
0.0,0,0.047058823529411764,0,1,0,0,1,0.0,0,0.6517412935323383,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.23529411764705882,0,0,0,0,1,0.0,1,0.5154228855721392,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3529411764705882,0,0,0,0,1,0.0,1,0.6741293532338308,0.25,1,0,1,0,0,0,0,0,1,0,0
0.25,1,0.2,0,0,0,0,1,0.0,0,0.5412935323383085,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.027363184079601977,0.25,1,0,0,1,0,0,0,0,1,0,0
0.75,1,0.6,0,1,0,1,1,0.0,1,0.7582089552238807,0.5,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.07058823529411765,0,1,1,0,1,0.0,1,0.6621890547263681,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.12941176470588234,0,0,1,0,1,0.0,0,0.3248756218905472,0.0,1,1,0,0,0,0,0,0,1,1,0
0.75,1,0.8588235294117647,0,0,1,0,0,0.0,1,0.8114427860696517,0.0,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.08235294117647059,0,0,1,1,1,0.0,1,0.8865671641791043,0.25,1,0,1,0,0,0,0,0,0,0,0
0.5,0,0.0,0,0,0,0,0,0.0,1,0.012935323383084563,0.5,1,0,0,1,0,0,0,0,0,1,0
0.0,0,0.023529411764705882,1,1,0,0,1,0.0,1,0.6054726368159203,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.18823529411764706,0,0,0,0,1,0.0,0,0.07213930348258707,0.25,1,1,0,0,0,0,0,0,0,0,1
0.0,0,0.07058823529411765,0,0,0,0,1,0.0,0,0.6218905472636815,0.5,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0.8588235294117647,0,1,0,0,1,0.0,1,0.7323383084577114,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.24705882352941178,0,1,0,0,0,0.0,1,0.5681592039800994,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.1764705882352941,0,0,0,0,1,0.0,1,0.5691542288557214,0.5,1,0,1,0,0,0,0,0,0,0,0
0.25,0,0.32941176470588235,1,0,0,0,1,0.0,1,0.3114427860696517,0.0,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0.10588235294117647,1,1,1,1,1,0.5,1,0.6004975124378109,0.0,1,1,0,0,1,0,0,0,0,1,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,1,0.6253731343283582,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3529411764705882,0,0,0,0,1,0.0,1,0.564179104477612,0.0,1,0,1,0,0,0,0,1,0,0,0
1.0,1,0.32941176470588235,0,0,1,1,0,0.0,1,0.8343283582089552,0.25,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.10588235294117647,0,1,0,0,1,0.0,1,0.7228855721393035,0.25,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.3176470588235294,0,1,0,0,1,0.0,0,0.10895522388059697,0.0,1,1,0,0,0,0,0,0,0,0,1
0.25,0,0.058823529411764705,0,1,1,0,1,0.0,1,0.7054726368159204,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.27313432835820894,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.6,0,0,0,0,1,0.0,0,0.26218905472636816,0.5,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.15294117647058825,0,0,0,0,1,0.0,1,0.564179104477612,0.5,1,0,0,0,0,0,0,0,0,0,0
0.75,0,0.1764705882352941,0,0,1,0,1,1.0,1,0.7661691542288557,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.6823529411764706,0,0,1,0,1,0.0,1,0.7124378109452736,0.5,1,0,1,0,0,0,0,0,0,0,1
0.75,1,0.22352941176470587,0,1,0,0,1,0.5,0,0.817910447761194,0.5,1,0,1,0,0,0,0,0,0,0,1
0.0,1,1.0,0,0,0,0,1,0.0,0,0.28756218905472636,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.11764705882352941,0,0,0,0,0,0.0,1,0.6164179104477612,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.03529411764705882,0,0,1,1,1,0.0,1,0.6850746268656716,0.25,1,0,1,0,0,0,0,0,0,0,1
0.0,1,0.6941176470588235,0,0,0,0,1,0.0,1,0.5736318407960199,0.25,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.6,1,1,1,0,1,0.0,1,0.8009950248756219,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.23529411764705882,0,0,0,0,1,0.0,0,0.6786069651741293,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.6941176470588235,0,0,0,0,1,0.0,1,0.2691542288557213,0.0,1,0,0,0,0,0,0,0,0,0,1
1.0,1,0.03529411764705882,0,1,1,0,1,0.5,0,0.854228855721393,0.25,1,0,1,0,1,0,0,0,0,0,0
1.0,0,0.058823529411764705,1,1,0,0,1,0.5,1,0.7199004975124377,0.0,1,0,1,0,1,0,0,0,0,1,0
0.0,0,0.8941176470588235,0,0,0,0,1,0.0,0,0.6955223880597016,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.019402985074626844,0.0,1,0,0,1,0,0,0,0,0,0,1
0.25,0,0.12941176470588234,0,0,0,0,1,0.0,1,0.7218905472636815,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.2,0,1,0,0,1,0.0,1,0.607960199004975,0.0,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.6941176470588235,0,1,1,0,0,0.0,1,0.6477611940298507,0.0,1,0,1,0,0,1,0,0,0,0,0
0.0,1,0.611764705882353,0,0,0,0,1,0.0,1,0.30995024875621885,0.0,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.6,1,0,0,1,1,0.0,1,0.6064676616915423,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.047058823529411764,0,0,1,0,1,0.0,0,0.3029850746268657,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.3176470588235294,1,0,0,0,1,0.0,1,0.7696517412935323,0.25,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.3529411764705882,1,1,0,0,1,0.0,1,0.4129353233830846,0.0,1,1,0,0,0,1,0,0,0,1,0
0.0,0,0.15294117647058825,0,0,0,0,0,0.0,0,0.5283582089552238,0.5,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.018905472636815884,0.5,1,0,0,1,0,0,0,0,1,0,1
0.0,0,0.21176470588235294,0,0,0,0,1,0.0,0,0.5124378109452736,0.25,1,0,1,0,0,0,0,0,1,0,0
0.25,0,0.03529411764705882,0,0,0,0,1,0.0,0,0.6228855721393034,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.047058823529411764,1,1,0,0,1,0.0,1,0.15323383084577114,0.25,1,1,0,0,0,0,0,0,1,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.6139303482587065,0.5,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.010447761194029848,0.25,1,0,0,1,0,0,0,0,1,0,0
0.5,1,0.047058823529411764,1,0,1,1,1,0.5,1,0.8054726368159204,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.18823529411764706,0,0,0,0,1,0.0,1,0.6661691542288557,0.0,1,0,1,0,0,0,0,0,1,1,0
0.0,1,0.29411764705882354,0,0,0,0,1,0.0,0,0.5671641791044776,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.611764705882353,0,0,1,0,1,0.0,0,0.3592039800995025,0.5,1,1,0,0,0,0,0,0,1,0,0
0.0,0,0.08235294117647059,0,0,0,0,1,0.0,1,0.06666666666666665,0.0,1,1,0,0,0,0,0,0,1,0,0
0.5,0,0.24705882352941178,1,1,1,0,1,0.5,1,0.23980099502487562,0.0,1,1,0,0,0,1,0,0,0,0,0
0.0,1,0.21176470588235294,0,0,0,0,0,0.0,1,0.5676616915422885,0.5,1,0,1,0,0,0,0,0,1,0,0
0.75,1,0.6823529411764706,1,1,0,0,1,0.5,1,0.7616915422885572,0.5,1,0,1,0,0,1,0,0,0,0,0
0.5,1,0.32941176470588235,0,0,0,0,1,0.0,0,0.6756218905472637,0.25,1,0,1,0,0,0,0,0,0,1,0
0.5,1,0.4823529411764706,0,0,0,0,1,0.0,1,0.664179104477612,0.25,1,0,1,0,0,0,1,0,0,0,0
0.0,0,0.4823529411764706,0,0,0,0,1,0.0,0,0.6199004975124378,0.5,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.18823529411764706,0,0,1,0,1,0.0,1,0.572636815920398,0.0,1,0,1,0,0,0,0,0,1,0,0
0.5,0,0.09411764705882353,0,0,0,1,1,0.0,0,0.6656716417910448,0.25,1,0,1,0,0,0,1,0,0,0,0
0.25,1,0.21176470588235294,1,0,0,0,1,0.0,0,0.36318407960199006,0.0,1,1,0,0,0,0,1,0,0,0,0
0.0,0,0.27058823529411763,0,0,0,0,0,0.0,1,0.6094527363184079,0.25,1,0,1,0,0,0,0,0,1,0,0
1.0,1,0.24705882352941178,1,1,1,0,1,0.5,1,0.9258706467661691,0.5,1,0,1,0,1,0,0,0,0,0,0
0.0,0,0.3058823529411765,0,0,1,0,1,0.0,1,0.6766169154228856,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.3058823529411765,0,1,0,0,0,0.0,1,0.6771144278606964,0.25,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.3529411764705882,0,1,0,0,1,0.0,1,0.7134328358208956,0.0,1,0,1,0,0,0,1,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,1,0.5149253731343283,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.047058823529411764,1,1,0,1,1,0.5,1,0.4592039800995025,0.25,1,1,0,0,0,0,1,0,0,0,1
0.0,1,0.10588235294117647,1,0,1,0,1,0.0,1,0.8378109452736319,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.6823529411764706,0,0,1,1,1,0.0,0,0.6154228855721392,0.5,1,0,1,0,0,0,0,0,1,1,0
0.0,0,0.2588235294117647,0,0,0,0,0,0.0,1,0.6164179104477612,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.3058823529411765,1,1,1,1,1,0.0,1,0.7950248756218906,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.27058823529411763,0,1,1,1,1,0.0,1,0.9422885572139305,0.25,1,0,0,0,0,0,0,0,0,0,1
0.0,0,0.27058823529411763,0,0,0,0,1,0.0,0,0.5238805970149254,0.0,1,0,1,0,0,0,0,0,1,0,1
0.25,0,0.3176470588235294,1,0,0,1,1,0.0,1,0.8119402985074626,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.18823529411764706,0,0,0,0,1,0.0,1,0.5597014925373134,0.5,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0.047058823529411764,0,1,1,1,0,0.0,1,0.9044776119402985,0.25,1,0,1,0,0,1,0,0,0,0,0
0.25,1,0.3529411764705882,0,0,1,0,1,0.0,1,0.4671641791044776,0.0,1,1,0,0,0,0,0,0,0,1,0
0.0,0,0.11764705882352941,0,0,0,0,1,0.0,1,0.5303482587064676,0.0,1,0,1,0,0,0,0,0,1,0,1
0.75,1,0.8588235294117647,1,0,1,0,1,0.0,0,0.7527363184079602,0.0,1,0,1,0,0,1,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,1,0,1,0.0,1,0.3034825870646766,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,1,0.23529411764705882,0,0,0,0,0,0.0,1,0.6706467661691543,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.1411764705882353,0,1,1,0,1,0.0,1,0.8800995024875623,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.06865671641791044,0.0,1,1,0,0,0,0,0,0,1,0,0
0.75,1,0.8352941176470589,0,1,1,1,1,0.5,0,0.9164179104477611,0.0,1,0,1,0,0,1,0,0,0,0,0
